in:X Size,in:Y Size,in:U Divisions,in:V Divisions,out:displacement,out:Mass,img,threeD
10,7,6,5,0.400889,5964.412832,XSize10_YSize7_UDivisions6_VDivisions5_Perspective.png,XSize10_YSize7_UDivisions6_VDivisions5.json
11,7,6,5,0.487797,6228.162151,XSize11_YSize7_UDivisions6_VDivisions5_Perspective.png,XSize11_YSize7_UDivisions6_VDivisions5.json
12,7,6,5,0.593334,6497.671991,XSize12_YSize7_UDivisions6_VDivisions5_Perspective.png,XSize12_YSize7_UDivisions6_VDivisions5.json
6,8,6,5,0.226537,5284.023146,XSize6_YSize8_UDivisions6_VDivisions5_Perspective.png,XSize6_YSize8_UDivisions6_VDivisions5.json
7,8,6,5,0.263216,5515.932229,XSize7_YSize8_UDivisions6_VDivisions5_Perspective.png,XSize7_YSize8_UDivisions6_VDivisions5.json
8,8,6,5,0.311151,5755.929075,XSize8_YSize8_UDivisions6_VDivisions5_Perspective.png,XSize8_YSize8_UDivisions6_VDivisions5.json
9,8,6,5,0.37076,6003.4164,XSize9_YSize8_UDivisions6_VDivisions5_Perspective.png,XSize9_YSize8_UDivisions6_VDivisions5.json
10,8,6,5,0.443562,6257.801231,XSize10_YSize8_UDivisions6_VDivisions5_Perspective.png,XSize10_YSize8_UDivisions6_VDivisions5.json
11,8,6,5,0.531055,6518.508043,XSize11_YSize8_UDivisions6_VDivisions5_Perspective.png,XSize11_YSize8_UDivisions6_VDivisions5.json
12,8,6,5,0.63472,6784.988254,XSize12_YSize8_UDivisions6_VDivisions5_Perspective.png,XSize12_YSize8_UDivisions6_VDivisions5.json
6,9,6,5,0.278282,5598.381273,XSize6_YSize9_UDivisions6_VDivisions5_Perspective.png,XSize6_YSize9_UDivisions6_VDivisions5.json
7,9,6,5,0.315066,5827.641823,XSize7_YSize9_UDivisions6_VDivisions5_Perspective.png,XSize7_YSize9_UDivisions6_VDivisions5.json
8,9,6,5,0.362691,6064.790811,XSize8_YSize9_UDivisions6_VDivisions5_Perspective.png,XSize8_YSize9_UDivisions6_VDivisions5.json
9,9,6,5,0.422948,6309.289031,XSize9_YSize9_UDivisions6_VDivisions5_Perspective.png,XSize9_YSize9_UDivisions6_VDivisions5.json
10,9,6,5,0.496383,6560.595816,XSize10_YSize9_UDivisions6_VDivisions5_Perspective.png,XSize10_YSize9_UDivisions6_VDivisions5.json
11,9,6,5,0.5845,6818.181091,XSize11_YSize9_UDivisions6_VDivisions5_Perspective.png,XSize11_YSize9_UDivisions6_VDivisions5.json
12,9,6,5,0.688792,7081.5345,XSize12_YSize9_UDivisions6_VDivisions5_Perspective.png,XSize12_YSize9_UDivisions6_VDivisions5.json
6,10,6,5,0.341586,5921.116754,XSize6_YSize10_UDivisions6_VDivisions5_Perspective.png,XSize6_YSize10_UDivisions6_VDivisions5.json
7,10,6,5,0.379062,6147.772884,XSize7_YSize10_UDivisions6_VDivisions5_Perspective.png,XSize7_YSize10_UDivisions6_VDivisions5.json
8,10,6,5,0.426093,6382.105608,XSize8_YSize10_UDivisions6_VDivisions5_Perspective.png,XSize8_YSize10_UDivisions6_VDivisions5.json
9,10,6,5,0.486464,6623.63049,XSize9_YSize10_UDivisions6_VDivisions5_Perspective.png,XSize9_YSize10_UDivisions6_VDivisions5.json
10,10,6,5,0.560592,6871.857156,XSize10_YSize10_UDivisions6_VDivisions5_Perspective.png,XSize10_YSize10_UDivisions6_VDivisions5.json
11,10,6,5,0.649392,7126.300157,XSize11_YSize10_UDivisions6_VDivisions5_Perspective.png,XSize11_YSize10_UDivisions6_VDivisions5.json
12,10,6,5,0.754361,7386.487542,XSize12_YSize10_UDivisions6_VDivisions5_Perspective.png,XSize12_YSize10_UDivisions6_VDivisions5.json
6,11,6,5,0.417713,6251.192553,XSize6_YSize11_UDivisions6_VDivisions5_Perspective.png,XSize6_YSize11_UDivisions6_VDivisions5.json
7,11,6,5,0.455948,6475.322339,XSize7_YSize11_UDivisions6_VDivisions5_Perspective.png,XSize7_YSize11_UDivisions6_VDivisions5.json
8,11,6,5,0.503657,6706.908717,XSize8_YSize11_UDivisions6_VDivisions5_Perspective.png,XSize8_YSize11_UDivisions6_VDivisions5.json
9,11,6,5,0.562527,6945.517942,XSize9_YSize11_UDivisions6_VDivisions5_Perspective.png,XSize9_YSize11_UDivisions6_VDivisions5.json
10,11,6,5,0.637407,7190.707025,XSize10_YSize11_UDivisions6_VDivisions5_Perspective.png,XSize10_YSize11_UDivisions6_VDivisions5.json
11,11,6,5,0.726953,7442.033388,XSize11_YSize11_UDivisions6_VDivisions5_Perspective.png,XSize11_YSize11_UDivisions6_VDivisions5.json
12,11,6,5,0.83266,7699.062759,XSize12_YSize11_UDivisions6_VDivisions5_Perspective.png,XSize12_YSize11_UDivisions6_VDivisions5.json
6,12,6,5,0.507915,6587.689913,XSize6_YSize12_UDivisions6_VDivisions5_Perspective.png,XSize6_YSize12_UDivisions6_VDivisions5.json
7,12,6,5,0.546996,6809.393889,XSize7_YSize12_UDivisions6_VDivisions5_Perspective.png,XSize7_YSize12_UDivisions6_VDivisions5.json
8,12,6,5,0.595436,7038.330226,XSize8_YSize12_UDivisions6_VDivisions5_Perspective.png,XSize8_YSize12_UDivisions6_VDivisions5.json
9,12,6,5,0.654923,7274.111418,XSize9_YSize12_UDivisions6_VDivisions5_Perspective.png,XSize9_YSize12_UDivisions6_VDivisions5.json
10,12,6,5,0.728044,7516.338413,XSize10_YSize12_UDivisions6_VDivisions5_Perspective.png,XSize10_YSize12_UDivisions6_VDivisions5.json
11,12,6,5,0.818394,7764.609104,XSize11_YSize12_UDivisions6_VDivisions5_Perspective.png,XSize11_YSize12_UDivisions6_VDivisions5.json
12,12,6,5,0.924905,8018.525472,XSize12_YSize12_UDivisions6_VDivisions5_Perspective.png,XSize12_YSize12_UDivisions6_VDivisions5.json
6,6,2,6,0.352674,2932.515989,XSize6_YSize6_UDivisions2_VDivisions6_Perspective.png,XSize6_YSize6_UDivisions2_VDivisions6.json
7,6,2,6,0.441941,3260.399216,XSize7_YSize6_UDivisions2_VDivisions6_Perspective.png,XSize7_YSize6_UDivisions2_VDivisions6.json
8,6,2,6,0.553172,3595.252888,XSize8_YSize6_UDivisions2_VDivisions6_Perspective.png,XSize8_YSize6_UDivisions2_VDivisions6.json
9,6,2,6,0.687473,3935.29142,XSize9_YSize6_UDivisions2_VDivisions6_Perspective.png,XSize9_YSize6_UDivisions2_VDivisions6.json
10,6,2,6,0.845239,4279.258928,XSize10_YSize6_UDivisions2_VDivisions6_Perspective.png,XSize10_YSize6_UDivisions2_VDivisions6.json
11,6,2,6,1.026153,4626.257667,XSize11_YSize6_UDivisions2_VDivisions6_Perspective.png,XSize11_YSize6_UDivisions2_VDivisions6.json
12,6,2,6,1.229225,4975.634508,XSize12_YSize6_UDivisions2_VDivisions6_Perspective.png,XSize12_YSize6_UDivisions2_VDivisions6.json
6,7,2,6,0.436027,3028.464889,XSize6_YSize7_UDivisions2_VDivisions6_Perspective.png,XSize6_YSize7_UDivisions2_VDivisions6.json
7,7,2,6,0.531242,3354.487358,XSize7_YSize7_UDivisions2_VDivisions6_Perspective.png,XSize7_YSize7_UDivisions2_VDivisions6.json
8,7,2,6,0.650845,3687.751732,XSize8_YSize7_UDivisions2_VDivisions6_Perspective.png,XSize8_YSize7_UDivisions2_VDivisions6.json
9,7,2,6,0.796776,4026.433254,XSize9_YSize7_UDivisions2_VDivisions6_Perspective.png,XSize9_YSize7_UDivisions2_VDivisions6.json
10,7,2,6,0.970376,4369.237718,XSize10_YSize7_UDivisions2_VDivisions6_Perspective.png,XSize10_YSize7_UDivisions2_VDivisions6.json
11,7,2,6,1.172326,4715.233941,XSize11_YSize7_UDivisions2_VDivisions6_Perspective.png,XSize11_YSize7_UDivisions2_VDivisions6.json
12,7,2,6,1.402637,5063.740989,XSize12_YSize7_UDivisions2_VDivisions6_Perspective.png,XSize12_YSize7_UDivisions2_VDivisions6.json
6,8,2,6,0.539799,3127.039631,XSize6_YSize8_UDivisions2_VDivisions6_Perspective.png,XSize6_YSize8_UDivisions2_VDivisions6.json
7,8,2,6,0.63952,3450.992552,XSize7_YSize8_UDivisions2_VDivisions6_Perspective.png,XSize7_YSize8_UDivisions2_VDivisions6.json
8,8,2,6,0.765236,3782.477555,XSize8_YSize8_UDivisions2_VDivisions6_Perspective.png,XSize8_YSize8_UDivisions2_VDivisions6.json
9,8,2,6,0.919497,4119.631929,XSize9_YSize8_UDivisions2_VDivisions6_Perspective.png,XSize9_YSize8_UDivisions2_VDivisions6.json
10,8,2,6,1.104381,4461.122242,XSize10_YSize8_UDivisions2_VDivisions6_Perspective.png,XSize10_YSize8_UDivisions2_VDivisions6.json
11,8,2,6,1.321412,4805.982085,XSize11_YSize8_UDivisions2_VDivisions6_Perspective.png,XSize11_YSize8_UDivisions2_VDivisions6.json
12,8,2,6,1.571508,5153.500684,XSize12_YSize8_UDivisions2_VDivisions6_Perspective.png,XSize12_YSize8_UDivisions2_VDivisions6.json
6,9,2,6,0.668071,3228.130115,XSize6_YSize9_UDivisions2_VDivisions6_Perspective.png,XSize6_YSize9_UDivisions2_VDivisions6.json
7,9,2,6,0.771511,3549.831598,XSize7_YSize9_UDivisions2_VDivisions6_Perspective.png,XSize7_YSize9_UDivisions2_VDivisions6.json
8,9,2,6,0.90203,3879.366821,XSize8_YSize9_UDivisions2_VDivisions6_Perspective.png,XSize8_YSize9_UDivisions2_VDivisions6.json
9,9,2,6,1.062601,4214.838298,XSize9_YSize9_UDivisions2_VDivisions6_Perspective.png,XSize9_YSize9_UDivisions2_VDivisions6.json
10,9,2,6,1.255847,4554.873964,XSize10_YSize9_UDivisions2_VDivisions6_Perspective.png,XSize10_YSize9_UDivisions2_VDivisions6.json
11,9,2,6,1.483951,4898.471471,XSize11_YSize9_UDivisions2_VDivisions6_Perspective.png,XSize11_YSize9_UDivisions2_VDivisions6.json
12,9,2,6,1.748582,5244.888935,XSize12_YSize9_UDivisions2_VDivisions6_Perspective.png,XSize12_YSize9_UDivisions2_VDivisions6.json
6,10,2,6,0.824483,3331.620563,XSize6_YSize10_UDivisions2_VDivisions6_Perspective.png,XSize6_YSize10_UDivisions2_VDivisions6.json
7,10,2,6,0.931233,3650.915816,XSize7_YSize10_UDivisions2_VDivisions6_Perspective.png,XSize7_YSize10_UDivisions2_VDivisions6.json
8,10,2,6,1.065814,3978.351096,XSize8_YSize10_UDivisions2_VDivisions6_Perspective.png,XSize8_YSize10_UDivisions2_VDivisions6.json
9,10,2,6,1.23149,4311.998986,XSize9_YSize10_UDivisions2_VDivisions6_Perspective.png,XSize9_YSize10_UDivisions2_VDivisions6.json
10,10,2,6,1.431272,4650.450754,XSize10_YSize10_UDivisions2_VDivisions6_Perspective.png,XSize10_YSize10_UDivisions2_VDivisions6.json
11,10,2,6,1.667836,4992.668441,XSize11_YSize10_UDivisions2_VDivisions6_Perspective.png,XSize11_YSize10_UDivisions2_VDivisions6.json
12,10,2,6,1.943442,5337.878534,XSize12_YSize10_UDivisions2_VDivisions6_Perspective.png,XSize12_YSize10_UDivisions2_VDivisions6.json
6,11,2,6,1.012437,3437.391717,XSize6_YSize11_UDivisions2_VDivisions6_Perspective.png,XSize6_YSize11_UDivisions2_VDivisions6.json
7,11,2,6,1.12231,3754.152549,XSize7_YSize11_UDivisions2_VDivisions6_Perspective.png,XSize7_YSize11_UDivisions2_VDivisions6.json
8,11,2,6,1.260555,4079.358061,XSize8_YSize11_UDivisions2_VDivisions6_Perspective.png,XSize8_YSize11_UDivisions2_VDivisions6.json
9,11,2,6,1.430634,4411.057078,XSize9_YSize11_UDivisions2_VDivisions6_Perspective.png,XSize9_YSize11_UDivisions2_VDivisions6.json
10,11,2,6,1.635832,4747.807368,XSize10_YSize11_UDivisions2_VDivisions6_Perspective.png,XSize10_YSize11_UDivisions2_VDivisions6.json
11,11,2,6,1.879185,5088.53664,XSize11_YSize11_UDivisions2_VDivisions6_Perspective.png,XSize11_YSize11_UDivisions2_VDivisions6.json
12,11,2,6,2.1634,5432.439953,XSize12_YSize11_UDivisions2_VDivisions6_Perspective.png,XSize12_YSize11_UDivisions2_VDivisions6.json
6,12,2,6,1.235206,3545.322837,XSize6_YSize12_UDivisions2_VDivisions6_Perspective.png,XSize6_YSize12_UDivisions2_VDivisions6.json
7,12,2,6,1.34815,3859.446575,XSize7_YSize12_UDivisions2_VDivisions6_Perspective.png,XSize7_YSize12_UDivisions2_VDivisions6.json
8,12,2,6,1.489866,4182.312498,XSize8_YSize12_UDivisions2_VDivisions6_Perspective.png,XSize8_YSize12_UDivisions2_VDivisions6.json
9,12,2,6,1.663956,4511.952812,XSize9_YSize12_UDivisions2_VDivisions6_Perspective.png,XSize9_YSize12_UDivisions2_VDivisions6.json
10,12,2,6,1.873899,4846.895935,XSize10_YSize12_UDivisions2_VDivisions6_Perspective.png,XSize10_YSize12_UDivisions2_VDivisions6.json
11,12,2,6,2.122988,5186.037365,XSize11_YSize12_UDivisions2_VDivisions6_Perspective.png,XSize11_YSize12_UDivisions2_VDivisions6.json
12,12,2,6,2.414267,5528.541599,XSize12_YSize12_UDivisions2_VDivisions6_Perspective.png,XSize12_YSize12_UDivisions2_VDivisions6.json
6,6,3,6,0.211674,3513.085985,XSize6_YSize6_UDivisions3_VDivisions6_Perspective.png,XSize6_YSize6_UDivisions3_VDivisions6.json
7,6,3,6,0.254288,3832.13879,XSize7_YSize6_UDivisions3_VDivisions6_Perspective.png,XSize7_YSize6_UDivisions3_VDivisions6.json
8,6,3,6,0.308125,4161.005886,XSize8_YSize6_UDivisions3_VDivisions6_Perspective.png,XSize8_YSize6_UDivisions3_VDivisions6.json
9,6,3,6,0.374529,4497.734152,XSize9_YSize6_UDivisions3_VDivisions6_Perspective.png,XSize9_YSize6_UDivisions3_VDivisions6.json
10,6,3,6,0.454888,4840.787312,XSize10_YSize6_UDivisions3_VDivisions6_Perspective.png,XSize10_YSize6_UDivisions3_VDivisions6.json
11,6,3,6,0.553508,5188.962993,XSize11_YSize6_UDivisions3_VDivisions6_Perspective.png,XSize11_YSize6_UDivisions3_VDivisions6.json
12,6,3,6,0.6696,5541.319585,XSize12_YSize6_UDivisions3_VDivisions6_Perspective.png,XSize12_YSize6_UDivisions3_VDivisions6.json
6,7,3,6,0.269049,3655.677007,XSize6_YSize7_UDivisions3_VDivisions6_Perspective.png,XSize6_YSize7_UDivisions3_VDivisions6.json
7,7,3,6,0.311738,3972.236387,XSize7_YSize7_UDivisions3_VDivisions6_Perspective.png,XSize7_YSize7_UDivisions3_VDivisions6.json
8,7,3,6,0.367691,4298.792129,XSize8_YSize7_UDivisions3_VDivisions6_Perspective.png,XSize8_YSize7_UDivisions3_VDivisions6.json
9,7,3,6,0.43667,4633.410821,XSize9_YSize7_UDivisions3_VDivisions6_Perspective.png,XSize9_YSize7_UDivisions3_VDivisions6.json
10,7,3,6,0.520059,4974.555285,XSize10_YSize7_UDivisions3_VDivisions6_Perspective.png,XSize10_YSize7_UDivisions3_VDivisions6.json
11,7,3,6,0.61923,5321.011438,XSize11_YSize7_UDivisions3_VDivisions6_Perspective.png,XSize11_YSize7_UDivisions3_VDivisions6.json
12,7,3,6,0.736711,5671.821171,XSize12_YSize7_UDivisions3_VDivisions6_Perspective.png,XSize12_YSize7_UDivisions3_VDivisions6.json
6,8,3,6,0.341934,3802.873986,XSize6_YSize8_UDivisions3_VDivisions6_Perspective.png,XSize6_YSize8_UDivisions3_VDivisions6.json
7,8,3,6,0.385177,4116.718396,XSize7_YSize8_UDivisions3_VDivisions6_Perspective.png,XSize7_YSize8_UDivisions3_VDivisions6.json
8,8,3,6,0.441985,4440.737869,XSize8_YSize8_UDivisions3_VDivisions6_Perspective.png,XSize8_YSize8_UDivisions3_VDivisions6.json
9,8,3,6,0.513121,4773.026253,XSize9_YSize8_UDivisions3_VDivisions6_Perspective.png,XSize9_YSize8_UDivisions3_VDivisions6.json
10,8,3,6,0.599069,5112.050348,XSize10_YSize8_UDivisions3_VDivisions6_Perspective.png,XSize10_YSize8_UDivisions3_VDivisions6.json
11,8,3,6,0.701247,5456.587121,XSize11_YSize8_UDivisions3_VDivisions6_Perspective.png,XSize11_YSize8_UDivisions3_VDivisions6.json
12,8,3,6,0.821057,5805.663224,XSize12_YSize8_UDivisions3_VDivisions6_Perspective.png,XSize12_YSize8_UDivisions3_VDivisions6.json
6,9,3,6,0.432061,3954.38626,XSize6_YSize9_UDivisions3_VDivisions6_Perspective.png,XSize6_YSize9_UDivisions3_VDivisions6.json
7,9,3,6,0.477956,4265.34337,XSize7_YSize9_UDivisions3_VDivisions6_Perspective.png,XSize7_YSize9_UDivisions3_VDivisions6.json
8,9,3,6,0.533699,4586.643386,XSize8_YSize9_UDivisions3_VDivisions6_Perspective.png,XSize8_YSize9_UDivisions3_VDivisions6.json
9,9,3,6,0.606731,4916.415299,XSize9_YSize9_UDivisions3_VDivisions6_Perspective.png,XSize9_YSize9_UDivisions3_VDivisions6.json
10,9,3,6,0.694909,5253.135616,XSize10_YSize9_UDivisions3_VDivisions6_Perspective.png,XSize10_YSize9_UDivisions3_VDivisions6.json
11,9,3,6,0.799675,5595.576121,XSize11_YSize9_UDivisions3_VDivisions6_Perspective.png,XSize11_YSize9_UDivisions3_VDivisions6.json
12,9,3,6,0.922469,5942.750443,XSize12_YSize9_UDivisions3_VDivisions6_Perspective.png,XSize12_YSize9_UDivisions3_VDivisions6.json
6,10,3,6,0.541882,4109.919604,XSize6_YSize10_UDivisions3_VDivisions6_Perspective.png,XSize6_YSize10_UDivisions3_VDivisions6.json
7,10,3,6,0.590153,4417.863332,XSize7_YSize10_UDivisions3_VDivisions6_Perspective.png,XSize7_YSize10_UDivisions3_VDivisions6.json
8,10,3,6,0.648524,4736.300939,XSize8_YSize10_UDivisions3_VDivisions6_Perspective.png,XSize8_YSize10_UDivisions3_VDivisions6.json
9,10,3,6,0.720095,5063.40429,XSize9_YSize10_UDivisions3_VDivisions6_Perspective.png,XSize9_YSize10_UDivisions3_VDivisions6.json
10,10,3,6,0.81029,5397.665796,XSize10_YSize10_UDivisions3_VDivisions6_Perspective.png,XSize10_YSize10_UDivisions3_VDivisions6.json
11,10,3,6,0.91738,5737.856554,XSize11_YSize10_UDivisions3_VDivisions6_Perspective.png,XSize11_YSize10_UDivisions3_VDivisions6.json
12,10,3,6,1.042824,6082.980174,XSize12_YSize10_UDivisions3_VDivisions6_Perspective.png,XSize12_YSize10_UDivisions3_VDivisions6.json
6,11,3,6,0.673761,4269.18275,XSize6_YSize11_UDivisions3_VDivisions6_Perspective.png,XSize6_YSize11_UDivisions3_VDivisions6.json
7,11,3,6,0.724205,4574.029101,XSize7_YSize11_UDivisions3_VDivisions6_Perspective.png,XSize7_YSize11_UDivisions3_VDivisions6.json
8,11,3,6,0.785379,4889.498997,XSize8_YSize11_UDivisions3_VDivisions6_Perspective.png,XSize8_YSize11_UDivisions3_VDivisions6.json
9,11,3,6,0.857812,5213.81434,XSize9_YSize11_UDivisions3_VDivisions6_Perspective.png,XSize9_YSize11_UDivisions3_VDivisions6.json
10,11,3,6,0.947738,5545.489741,XSize10_YSize11_UDivisions3_VDivisions6_Perspective.png,XSize10_YSize11_UDivisions3_VDivisions6.json
